:ID|name:STRING|GO:STRING[]
AT1G60440|PANK1|GO:0004594,GO:0004594,GO:0005524,GO:0005634,GO:0005737,GO:0005737,GO:0005829,GO:0015937,GO:0015937,GO:0015937,GO:0004594,GO:0015937
AT1G04930|LIN37A|GO:0005794,GO:0005794,GO:0017053,GO:0070176,GO:0010468,GO:0016070,GO:0018205,GO:0019219,GO:0044085,GO:0005515
AT4G30260|AT4G30260|GO:0005634,GO:0005634,GO:0005802,GO:0006888,GO:0005886,GO:0005515,GO:0005794,GO:0005768,GO:0005794,GO:0005802,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005802,GO:0009826,GO:0015774,GO:0032588,GO:0042803,GO:0045489,GO:0048364,GO:0052324,GO:0099402,GO:0005794,GO:0005886,GO:0048766,GO:0051223
AT3G13222|GIP1|GO:0005634,GO:0005634,GO:0008150,GO:0051082,GO:0005634,GO:0051082,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0042802
AT1G02090|FUS5|GO:0005737,GO:0008180,GO:0005515,GO:0005515,GO:0008180,GO:0009640,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0000338,GO:0010387,GO:0005515
AT4G26850|VTC2|GO:0005634,GO:0005737,GO:0006006,GO:0080047,GO:0080048,GO:0019853,GO:0009408,GO:0042742,GO:0009753,GO:0008928,GO:0010471,GO:0010472,GO:0010473,GO:0080046,GO:0080048,GO:0042742,GO:0052544,GO:0019852
AT3G59920|GDI2|GO:0005093,GO:0005737,GO:0005737,GO:0007264,GO:0015031,GO:0016192,GO:0009506,GO:0048046,GO:0005829,GO:0005829,GO:0005093
AT2G07738|AT2G07738|GO:0003674,GO:0005575,GO:0006979
AT3G01920|AT3G01920|GO:0003725,GO:0005737,GO:0005737,GO:0005829,GO:0003729,GO:0010468,GO:0036211,GO:0051171,GO:0080090
AT2G38750|ANNAT4|GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005544,GO:0005737,GO:0009507,GO:0009507,GO:0009986,GO:0006970,GO:0009737,GO:0009408,GO:0009409,GO:0009414,GO:0009651,GO:0009506,GO:0003729,GO:0005794
AT3G10260|RTNLB8|GO:0005634,GO:0005634,GO:0005739,GO:0005829,GO:0005515,GO:0009617
AT5G43670|AtSEC23G|GO:0005096,GO:0005737,GO:0006886,GO:0008270,GO:0030127,GO:0030127,GO:0070971,GO:0090110,GO:0090114,GO:0005515,GO:0009059,GO:0010605,GO:0016070,GO:0036211,GO:0051171
AT3G25710|BHLH32|GO:0005634,GO:0046983,GO:0003700,GO:0006355,GO:0003700,GO:0005515,GO:0005515,GO:0005634,GO:0009718,GO:0016036,GO:0080147,GO:0005515,GO:0005634,GO:0048364
AT1G48470|GLN1;5|GO:0004356,GO:0004356,GO:0004356,GO:0005737,GO:0005737,GO:0006542,GO:0006542,GO:0009507,GO:0009506
AT3G15540|IAA19|GO:0005634,GO:0006355,GO:0009630,GO:0009638,GO:0009733,GO:0003700,GO:0009733,GO:0005515,GO:0005515,GO:0005515,GO:0042802,GO:0005515,GO:0080086,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0042802,GO:0018061,GO:0005515
AT4G21990|APR3|GO:0004604,GO:0005737,GO:0009507,GO:0019379,GO:0033741,GO:0009507,GO:0000103,GO:0009507,GO:0000103,GO:0009973
AT4G28830|AT4G28830|GO:0003676,GO:0005737,GO:0005737,GO:0005737,GO:0005737,GO:0008757,GO:0008988,GO:0031167
AT2G17770|BZIP27|GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0045893,GO:0003700,GO:0003700,GO:0005515,GO:0005515,GO:0043621,GO:0005515,GO:2000028
AT5G52210|GB1|GO:0003924,GO:0003924,GO:0005525,GO:0005794,GO:0005794,GO:0005794,GO:0006886,GO:0034067,GO:0043001,GO:0005525,GO:0005525
AT3G61190|BAP1|GO:0005739,GO:0005739,GO:0005515,GO:0009266,GO:0019725,GO:0005543,GO:0009408,GO:0009409,GO:0009611,GO:0009751,GO:0016020,GO:0031348,GO:0005515,GO:0009611,GO:0005515
AT2G45860|AT2G45860|GO:0003674,GO:0005575,GO:0016070,GO:0043170
AT3G50920|LPPepsilon1|GO:0006487,GO:0008610,GO:0043231,GO:0047874,GO:0006651,GO:0008195,GO:0009507
AT1G75500|WAT1|GO:0005739,GO:0005739,GO:0005886,GO:0022857,GO:0005886,GO:0000325,GO:0009705,GO:0009826,GO:0009834,GO:0090355,GO:0090358,GO:0010315,GO:0010315
AT5G25890|IAA28|GO:0005634,GO:0006355,GO:0003700,GO:0009733,GO:0010102,GO:0005515,GO:0005515,GO:0042802,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0000976,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0042802
AT2G35470|AT2G35470|GO:0003674,GO:0005739,GO:0009059,GO:0040007
AT4G22610|AT4G22610|GO:0003674,GO:0005576,GO:0009415,GO:0009611,GO:0009737,GO:0009753,GO:0019752,GO:0031347,GO:0048878,GO:0098542,GO:1901135
AT3G25220|FKBP15-1|GO:0003755,GO:0003755,GO:0005783,GO:0009507,GO:0061077,GO:0005783,GO:0099503,GO:0005829,GO:0006810,GO:0034976
AT3G06810|IBR3|GO:0003995,GO:0005737,GO:0005739,GO:0016627,GO:0033539,GO:0050660,GO:0003995,GO:0048767,GO:0005829
AT3G54850|PUB14|GO:0005634,GO:0005737,GO:0005737,GO:0016567,GO:0004842,GO:0016567,GO:0070696,GO:0070696,GO:0070696,GO:0070696,GO:0070696,GO:0070696,GO:0070696,GO:0005515,GO:0005515,GO:0006355,GO:0006952,GO:0009056,GO:0009416,GO:0009648,GO:0009889,GO:0010228,GO:0010604,GO:0033993,GO:0036211,GO:0048367,GO:0071310,GO:0080090,GO:0098542,GO:1901701
AT4G03150|AT4G03150|GO:0003674,GO:0009507,GO:0009059,GO:0009409,GO:0009416,GO:0016070,GO:0019538,GO:0043412,GO:0044271,GO:0065003
AT1G21140|VTL1|GO:0005381,GO:0005384,GO:0005384,GO:0006880,GO:0016020,GO:0030026,GO:0030026,GO:0010039,GO:0005381,GO:0005774,GO:0006879,GO:0006880
AT1G01240|AT1G01240|GO:0003674,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0006970,GO:0009414,GO:0009737,GO:0033036
AT1G10590|AT1G10590|GO:0008150,GO:0005886,GO:0005886,GO:0005886,GO:0005829,GO:0005829,GO:0005829,GO:0003729,GO:0005576,GO:0003729
AT1G17080|AT1G17080|GO:0005575,GO:0005515,GO:0006810,GO:0006996,GO:0009059,GO:0010035,GO:0042546
AT3G53980|AT3G53980|GO:0005504,GO:0005576,GO:0005576,GO:0009627,GO:0099503,GO:0009059,GO:0009889,GO:0080090
AT1G07740|AT1G07740|GO:0003729,GO:0005737,GO:0005739,GO:0006397
AT5G67210|IRX15-L|GO:0003674,GO:0005794,GO:0009834,GO:0045492,GO:0005794,GO:0009834,GO:0045492
AT4G08570|HIPP24|GO:0003674,GO:0005575,GO:0006351,GO:0009414,GO:0009416,GO:0009737
AT2G01530|MLP329|GO:0003674,GO:0005634,GO:0006952,GO:0005507,GO:0005739,GO:0010494,GO:0016051
AT5G56600|PRF3|GO:0003785,GO:0005737,GO:0005737,GO:0005938,GO:0042989,GO:0005634,GO:0005737,GO:0009845,GO:0030041,GO:0051510,GO:0090351,GO:0048527,GO:0009536
AT4G37890|EDA40|GO:0003674,GO:0005634,GO:0005634,GO:0010197,GO:0009506
AT3G60200|AT3G60200|GO:0003674,GO:0005634,GO:0006979,GO:0007165,GO:0009737,GO:0010035,GO:0010646,GO:0031347,GO:0042742,GO:0071396,GO:0071407,GO:1901701
AT3G11850|MyoB8|GO:0005634,GO:0005634,GO:0005515,GO:0009639,GO:0009860,GO:0030154,GO:0033993,GO:0048589,GO:0048638,GO:0051239,GO:2000241
AT3G16230|AtKH15|GO:0003723,GO:0005634,GO:0005737,GO:0005737,GO:0005737,GO:0006307,GO:0006355,GO:0009507,GO:0009507,GO:0009507,GO:0005739,GO:0016070,GO:0031399
AT2G24030|AT2G24030|GO:0003676,GO:0005634,GO:0008150,GO:0008270
AT5G18800|AT5G18800|GO:0003674,GO:0005747,GO:0006120,GO:0009507,GO:0009507,GO:0005747,GO:0005747,GO:0005739,GO:0009536,GO:0006952,GO:0006996,GO:0010564
AT3G04940|CYSD1|GO:0004124,GO:0004124,GO:0005737,GO:0006535,GO:0006535,GO:0009507,GO:0009507,GO:0050017,GO:0004124,GO:0004124,GO:0019344,GO:0005829
AT1G14330|AT1G14330|GO:0003674,GO:0005634,GO:0005634,GO:0006970,GO:0009620,GO:0009737,GO:0009966,GO:0010150,GO:0031347,GO:0040007,GO:0042546,GO:0042742,GO:0044248,GO:0071396,GO:0071407,GO:1901575,GO:1901701
AT1G15730|AT1G15730|GO:0003674,GO:0005737,GO:0009570,GO:0009507,GO:0006810,GO:0009059,GO:0010468,GO:0016070,GO:0018130,GO:0019438,GO:0031326,GO:0043412,GO:0044271,GO:0044281,GO:0051171,GO:1901362,GO:1901401
AT3G19960|ATM1|GO:0000146,GO:0005737,GO:0005737,GO:0007015,GO:0015629,GO:0030050,GO:0031982,GO:0051015,GO:0003774,GO:0030048,GO:0009504,GO:0009524,GO:0005768,GO:0005783,GO:0005886,GO:0009504,GO:0005886,GO:0009506,GO:0010082
AT4G15700|GRXS3|GO:0003674,GO:0005737,GO:0010167
AT5G41350|AT5G41350|GO:0004842,GO:0005634,GO:0005634,GO:0005634,GO:0005829,GO:0005739,GO:0032446,GO:0044248,GO:0051603
AT3G59300|AT3G59300|GO:0003674,GO:0005634,GO:0005634,GO:0042742
AT5G20010|RAN-1|GO:0000054,GO:0003924,GO:0005634,GO:0005634,GO:0005737,GO:0006606,GO:0005515,GO:0005515,GO:0009505,GO:0005515,GO:0005515,GO:0005886,GO:0048046,GO:0005515,GO:0005794,GO:0005515,GO:0005829,GO:0009536,GO:0003729,GO:0005829,GO:0042742,GO:0050832,GO:0005515,GO:0005515,GO:0003924,GO:0005515,GO:0005525,GO:0005622,GO:0006606
AT1G20630|CAT1|GO:0004096,GO:0005634,GO:0005737,GO:0005777,GO:0005886,GO:0020037,GO:0020037,GO:0042542,GO:0042744,GO:0009941,GO:0005777,GO:0005515,GO:0005739,GO:0006995,GO:0009970,GO:0016036,GO:0009416,GO:0022626,GO:0009505,GO:0005777,GO:0005777,GO:0009737,GO:0042542,GO:0050897,GO:0005829,GO:0042744,GO:0005829,GO:0005634,GO:0004096,GO:0098869
AT5G37670|HSP15.7|GO:0005737,GO:0006457,GO:0009408,GO:0009651,GO:0042542,GO:0043621,GO:0051082,GO:0051259,GO:0000302,GO:0005782,GO:0006457,GO:0009408,GO:0071456
AT1G14960|AT1G14960|GO:0003674,GO:0005634,GO:0006952,GO:0009888,GO:0010015,GO:0030154,GO:0048589
AT4G38930|AT4G38930|GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0006511,GO:0030433,GO:0031593,GO:0034098,GO:0071712
AT5G50130|AT5G50130|GO:0003674,GO:0005634,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0001666,GO:0009414,GO:0009888,GO:0048507
AT5G41800|AT5G41800|GO:0003333,GO:0005886,GO:0015171,GO:0015171,GO:0016020,GO:0005886
AT4G00370|ANTR2|GO:0008514,GO:0009507,GO:0009706,GO:0005315,GO:0009536,GO:0009507,GO:0009941,GO:0009941,GO:0010028,GO:0015229,GO:0015882
AT4G00430|PIP1;4|GO:0005886,GO:0005886,GO:0005886,GO:0009414,GO:0015250,GO:0015250,GO:0015267,GO:0055085,GO:0015250,GO:0005886,GO:0009414,GO:0005515,GO:0005515,GO:0005515,GO:0006833,GO:0005886,GO:0005515,GO:0005515,GO:0005515,GO:0005829
AT2G42940|AHL16|GO:0003680,GO:0003680,GO:0003700,GO:0005634,GO:0005634,GO:0010228,GO:0005515,GO:0005515,GO:0010228,GO:0031490,GO:0040029,GO:0141005,GO:0010228,GO:0005634,GO:0005634,GO:0010208,GO:0010208,GO:0010208
AT1G10960|FD1|GO:0009055,GO:0009507,GO:0009507,GO:0009570,GO:0009507,GO:0006721,GO:0008610,GO:0009408,GO:0009637,GO:0009642,GO:0010114,GO:0019752,GO:0042440,GO:0044283,GO:0065003,GO:1901566
AT1G64280|NPR1|GO:0005634,GO:0005634,GO:0005634,GO:0005737,GO:0016567,GO:0042742,GO:0050832,GO:2000022,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0005737,GO:0012501,GO:0009617,GO:0009627,GO:0009862,GO:0009862,GO:0009611,GO:0005515,GO:2000022,GO:2000031,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0009617,GO:0009408,GO:0009625,GO:0031348,GO:0045893,GO:0009627,GO:0050832,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0009617,GO:0009682,GO:0005634,GO:0001666,GO:0106167,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0010112,GO:0009862
AT5G38410|RBCS3B|GO:0009507,GO:0009507,GO:0009507,GO:0009505,GO:0009505,GO:0022626,GO:0022626,GO:0009570,GO:0009579,GO:0009579,GO:0009579,GO:0009507,GO:0009507,GO:0009507,GO:0048046,GO:0048046,GO:0048046,GO:0009570,GO:0009570,GO:0009941,GO:0015979,GO:0110102,GO:0009507,GO:0009536,GO:0003729,GO:0005515
AT3G62790|AT3G62790|GO:0003674,GO:0005634,GO:0005747,GO:0032981,GO:0005739,GO:0005747,GO:0005829
AT5G50680|SAE1B|GO:0005634,GO:0005634,GO:0005737,GO:0016925,GO:0016925,GO:0019948,GO:0031510,GO:0016925,GO:0019948,GO:0005515,GO:0005634,GO:0019948
AT4G36750|AT4G36750|GO:0003955,GO:0005737,GO:0010181,GO:0016020,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0009888,GO:0030154,GO:0043436,GO:0048364,GO:0048589,GO:0070727,GO:1901575,GO:1905392
AT1G72730|AT1G72730|GO:0002183,GO:0003724,GO:0003743,GO:0005737,GO:0010494,GO:0009505,GO:0000325,GO:0005794,GO:0005739,GO:0010494,GO:0003729
AT4G30080|ARF16|GO:0005634,GO:0006355,GO:0003700,GO:0035198,GO:0005634,GO:0007389,GO:0009733,GO:0048829,GO:0048829,GO:0051301,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515
AT5G54940|AT5G54940|GO:0003723,GO:0009536,GO:0071456,GO:0009408,GO:0009611,GO:0010035,GO:0033993
AT1G51980|AT1G51980|GO:0004222,GO:0005739,GO:0005739,GO:0005739,GO:0006508,GO:0046872,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0005524,GO:0005524,GO:0005739,GO:0005739,GO:0000325,GO:0000325,GO:0005750,GO:0005739,GO:0005634,GO:0010468,GO:0010605,GO:0019538
AT3G06430|PPR2|GO:0003729,GO:0009507,GO:0009793,GO:0048868,GO:0009507,GO:0009553,GO:0009555,GO:0009793,GO:0019843,GO:0005515,GO:0003729,GO:0005515,GO:0005515
AT4G02590|UNE12|GO:0000978,GO:0000981,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0006357,GO:0046983,GO:0003700,GO:0006355,GO:0003700,GO:0009567,GO:0031347,GO:0005515,GO:0005515,GO:0005515,GO:2000031,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0006970,GO:0009737,GO:0010468,GO:1902074
AT4G31170|RAF28|GO:0004672,GO:0004672,GO:0005524,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0005737,GO:0005737,GO:0005737,GO:0005737,GO:0007165,GO:0004712,GO:0010053
AT5G64850|NOI6|GO:0003674,GO:0005634,GO:0006629,GO:0007165,GO:0009620,GO:0009826,GO:0009888,GO:0010015,GO:0030154,GO:0031347,GO:0044283,GO:0048589,GO:0071483,GO:0098542
AT4G35250|HCF244|GO:0009507,GO:0009507,GO:0009534,GO:0003743,GO:0009534,GO:0009570,GO:0010207,GO:0042651,GO:0005886,GO:0005515
AT5G64610|HAM1|GO:0003712,GO:0005634,GO:0006355,GO:0045892,GO:0045944,GO:0004402,GO:0004402,GO:0005634,GO:0006281,GO:0010224,GO:0043995,GO:2000028,GO:2000028,GO:0005515,GO:0035267,GO:0005515,GO:0005515,GO:0035267
AT1G11760|MED32|GO:0010150,GO:0016592,GO:0009631,GO:0045944,GO:0042542,GO:0048364,GO:0003712,GO:0009738
AT2G01190|PDE331|GO:0003674,GO:0005634,GO:0009059,GO:0009723,GO:0036211
AT1G22750|AT1G22750|GO:0003674,GO:0005576,GO:0005739,GO:0000325,GO:0000325,GO:0000325,GO:0006970,GO:0009416,GO:0043436
AT3G01990|AT3G01990|GO:0009507,GO:0009507,GO:0009507,GO:0009507,GO:0009507,GO:0009507,GO:0009507,GO:0009507,GO:0009507,GO:0009507,GO:0009507,GO:0016597,GO:0005515,GO:0005515,GO:0001666,GO:0006082,GO:0006952,GO:0009723,GO:0044248,GO:0051171,GO:0080090,GO:2001141
AT1G63970|ISPF|GO:0008685,GO:0008685,GO:0009507,GO:0009507,GO:0019288,GO:0008685,GO:0015995,GO:0016117,GO:0009507,GO:0009507,GO:0009570,GO:0009570,GO:0009507
AT4G14950|KMS1|GO:0003674,GO:0005783,GO:0009507,GO:0012505,GO:0016020,GO:0005783,GO:0005783,GO:0005789,GO:0010256,GO:0016192,GO:0005783
AT4G21560|VPS28-1|GO:0000813,GO:0005634,GO:0005634,GO:0005634,GO:0032509,GO:0043328,GO:0044877,GO:0000813,GO:0005515,GO:0005515,GO:0005794,GO:0005802,GO:0005829,GO:0005515
AT4G40042|AT4G40042|GO:0003674,GO:0005787,GO:0005787,GO:0006465,GO:0006465,GO:0045047
AT5G14600|TRM61|GO:0005634,GO:0005634,GO:0030488,GO:0031515,GO:0005515,GO:0005515,GO:0005634
AT5G22280|AT5G22280|GO:0003674,GO:0005634,GO:0005739,GO:0005739,GO:0008150
AT1G47510|5PTASE11|GO:0004439,GO:0005737,GO:0005737,GO:0005737,GO:0005737,GO:0005886,GO:0009651,GO:0009733,GO:0009737,GO:0009753,GO:0016791,GO:0034485,GO:0043813,GO:0046856,GO:0046856,GO:0004439,GO:0009733,GO:0009737,GO:0009753,GO:0034485,GO:0043813,GO:0046856,GO:0004439,GO:0005886,GO:0046856,GO:0009651
AT1G22630|AT1G22630|GO:0003674,GO:0005575,GO:0008150,GO:0009507
AT1G03600|PSB27|GO:0003674,GO:0009507,GO:0009523,GO:0009543,GO:0010207,GO:0010207,GO:0009543,GO:0009579,GO:0009535,GO:0009579,GO:0009535,GO:0009507,GO:0009534,GO:0010206,GO:0009507,GO:0009543,GO:0071484,GO:0005576
AT5G17060|ARFB1B|GO:0005525,GO:0005737,GO:0005794,GO:0005794,GO:0006886,GO:0016192,GO:0005525
AT3G44220|NHL17|GO:0003674,GO:0005737,GO:0009506,GO:0098542,GO:0009059
AT3G50910|AT3G50910|GO:0005634,GO:0005515,GO:0005515,GO:0000902,GO:0006810,GO:0006952,GO:0006970,GO:0009753,GO:0010035,GO:0016070,GO:0016567,GO:0044085,GO:0048588,GO:0060560,GO:0098542
AT4G05420|DDB1A|GO:0003676,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0005737,GO:0016567,GO:0005634,GO:0010100,GO:0045892,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0080008,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0005829,GO:0005829,GO:0005515
AT1G31160|HINT 2|GO:0005576,GO:0005576,GO:0005737,GO:0006790,GO:0009150,GO:0047627,GO:0009507,GO:0009507
AT5G51170|AtUSB1|GO:0000175,GO:0004518,GO:0005576,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0034477,GO:0034477
AT4G28300|FLOE1|GO:0003674,GO:0005634,GO:0005634,GO:0005886,GO:0006970,GO:0009415,GO:0010029,GO:0042735,GO:1902074
AT2G40880|CYSA|GO:0004869,GO:0005576,GO:0004869,GO:0006972,GO:0006979,GO:0009409,GO:0009414
AT1G65150|AT1G65150|GO:0003674,GO:0005634,GO:0005634,GO:0008150
AT1G01440|AT1G01440|GO:0003674,GO:0005634,GO:1900150,GO:0006810,GO:0009755,GO:0010468,GO:0033993,GO:0036211,GO:0042742,GO:0044248,GO:0045087,GO:0048367,GO:0048589,GO:0050776,GO:0050832,GO:0065008,GO:0071396,GO:0071407,GO:0071417,GO:0098542,GO:1901701
AT2G01710|SDJ2|GO:0005576,GO:0005515,GO:0005515,GO:0005515,GO:0001228,GO:0008104,GO:0009056,GO:0016070,GO:0036211
AT3G54190|FBIP1|GO:0005739,GO:0006355,GO:0005515,GO:0005634
AT2G35240|MORF6|GO:0005739,GO:0009507,GO:0016554,GO:0080156,GO:0005739,GO:0005739,GO:0080156,GO:0042803,GO:0046983,GO:0046983,GO:0046983,GO:0046983,GO:0046983,GO:0005783,GO:0003729
AT1G01050|PPa1|GO:0000287,GO:0004427,GO:0004427,GO:0005737,GO:0005737,GO:0005829,GO:0006796,GO:0006796,GO:0005634,GO:0005737,GO:0019915,GO:0005829,GO:0004427,GO:0004427,GO:0004427,GO:0004427,GO:0005654,GO:0005829,GO:0005985,GO:0005985,GO:0042546,GO:0042546,GO:2000904,GO:2000904
AT1G61690|FYVE4|GO:0005634,GO:0007165,GO:0035091,GO:0009506,GO:0005634,GO:0009755,GO:0010468,GO:0010604,GO:0016050,GO:0016192,GO:0018205,GO:0031399,GO:0032870,GO:0051173,GO:0071215
AT1G68490|AT1G68490|GO:0003674,GO:0005634,GO:0016070,GO:0048580
AT5G54750|TRAPPC3|GO:0003674,GO:0005622,GO:0005737,GO:0005794,GO:0005794,GO:0005829,GO:0006888,GO:0006891,GO:0030008,GO:0030008,GO:0033106,GO:0048193,GO:0009536
AT3G08690|UBC11|GO:0000209,GO:0005634,GO:0005634,GO:0005634,GO:0006511,GO:0016567,GO:0061631,GO:0006511,GO:0004842,GO:0006511,GO:0005515,GO:0005515
AT2G39020|NATA2|GO:0005737,GO:0008080,GO:0005829,GO:0008080,GO:0008610,GO:0016070,GO:0033993,GO:0043412,GO:0044085,GO:0048229,GO:0072330
AT1G31880|AT1G31880|GO:0005634,GO:0005634,GO:0015250,GO:0048364,GO:0005634,GO:0042802,GO:0009734,GO:0009736,GO:0048527,GO:0009737,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0010078,GO:0030154,GO:0010088,GO:2000280,GO:0010088,GO:2000280,GO:0005515,GO:0010315,GO:0048756,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515
AT3G20550|DDL|GO:0003729,GO:0005634,GO:0005634,GO:0035196,GO:0005634,GO:0048638,GO:0051301,GO:0003723,GO:0005515,GO:0035196,GO:0035196,GO:0005515,GO:0005515,GO:0005515
AT4G18800|RABA1d|GO:0003924,GO:0003924,GO:0006886,GO:0012505,GO:0031901,GO:0032588,GO:0005829,GO:0009506,GO:0005515,GO:0042546,GO:0005515
AT1G04340|AT1G04340|GO:0003674,GO:0009507,GO:0006810,GO:0016070
AT4G02840|SmD1b|GO:0000243,GO:0000387,GO:0000387,GO:0003723,GO:0005634,GO:0005634,GO:0005682,GO:0005685,GO:0005686,GO:0005687,GO:0005689,GO:0034715,GO:0034719,GO:0071011,GO:0071013,GO:0097526,GO:0005730,GO:0000325,GO:0005829,GO:0003729,GO:0005730,GO:0005730,GO:0008380,GO:0016607,GO:0016607,GO:0035194,GO:0043484
